rel_id,head,head_label,relation,tail,tail_label,description,doc_id,chunk_id
REL_000241,Marine Engine System_Fuel System,Component,HAS_SAFETY_NOTE,SafetyNote_Use Recommended Fuel,SafetyNote,燃油系统运行需遵循使用推荐燃油的安全规范,D8操作手册,D8操作手册::chunk_1;D8操作手册::chunk_2;D8操作手册::chunk_3;D8操作手册::chunk_4
REL_000242,Marine Engine System_Fuel System,Component,HAS_SAFETY_NOTE,SafetyNote_Wear Goggles For Fuel And Battery Work,SafetyNote,燃油系统测试作业时需遵循佩戴护目镜的安全规定,D8操作手册,D8操作手册::chunk_5;D8操作手册::chunk_6
REL_000243,Marine Engine System_Fuel System,System,REQUIRES,Marine Engine System_RepairMethod_Bleed Fuel System,RepairMethod,燃料系统在特定维护后必须执行排气维修方法,D8操作手册,D8操作手册::chunk_25
REL_000244,Marine Engine System_Fuel System,System,REQUIRES,Marine Engine System_RepairMethod_Flush Fuel Tank,RepairMethod,燃油系统在长期闲置后需要冲洗维护,D8操作手册,D8操作手册::chunk_31
REL_000245,Marine Engine System_Fuel System,System,REQUIRES,Marine Engine System_RepairMethod_Replace Fuel Hoses Seals,RepairMethod,燃油系统转换燃料类型时需要更换密封组件,D8操作手册,D8操作手册::chunk_31
REL_000246,Marine Engine System_Fuel Tank,Equipment,HAS_COMPONENT,Marine Engine System_Fuel Level Sensor,Component,燃油箱内部安装有燃油油位传感器以监测液位,D8操作手册,D8操作手册::chunk_29
REL_000247,Marine Engine System_Fuel Tank,Equipment,HAS_PARAMETER,Marine Engine System_Parameter_Fuel Tank Volume,Parameter,燃油箱具有定义总容量的体积参数,D8操作手册,D8操作手册::chunk_29
REL_000248,Marine Engine System_Glass Cockpit Display,Equipment,HAS_COMPONENT,Marine Engine System_Warning Management Program,Component,玻璃驾驶舱显示器包含警告管理程序界面,D8操作手册,D8操作手册::chunk_14
REL_000249,Marine Engine System_Glass Cockpit Display,Equipment,HAS_PARAMETER,Marine Engine System_Parameter_Neutral Warning Sound,Parameter,玻璃驾驶舱显示设备可设置空档警告声音参数,D8操作手册,D8操作手册::chunk_30
REL_000250,Marine Engine System_Glass Cockpit Display,Equipment,MONITORS,Marine Engine System_Interceptor Trim System,Equipment,玻璃驾驶舱显示屏监测扼流式压浪板系统的桨叶位置状态,D8操作手册,D8操作手册::chunk_19
REL_000251,Marine Engine System_Helm Station,Equipment,CONTROLS,Marine Engine System_EVC System,Equipment,舵台控制站对 EVC 系统进行控制与状态激活,D8操作手册,D8操作手册::chunk_20
REL_000252,Marine Engine System_Information Display,Equipment,DIAGNOSED_BY,DiagnosticMethod_Check Fault Code,DiagnosticMethod,信息显示设备上的故障可通过读取故障代码诊断,D8操作手册,D8操作手册::chunk_21
REL_000253,Marine Engine System_Information Display,Equipment,DIAGNOSED_BY,Marine Engine System_DiagnosticMethod_View EVC Info,DiagnosticMethod,信息显示系统状态可通过查看 EVC 信息方法诊断,D8操作手册,D8操作手册::chunk_29
REL_000254,Marine Engine System_Information Display,Equipment,HAS_COMPONENT,Marine Engine System_Trip Computer,Component,信息显示器包含行程计算机逻辑模块,D8操作手册,D8操作手册::chunk_12
REL_000255,Marine Engine System_Information Display,Equipment,HAS_COMPONENT,Marine Engine System_Warning Management Program,Component,信息显示器包含警告管理程序模块,D8操作手册,D8操作手册::chunk_12
REL_000256,Marine Engine System_Information Display,Equipment,HAS_PARAMETER,Marine Engine System_Parameter_Display Contrast,Parameter,信息显示屏具有可调节的对比度参数,D8操作手册,D8操作手册::chunk_29
REL_000257,Marine Engine System_Information Display,Equipment,HAS_PARAMETER,Marine Engine System_Parameter_Neutral Warning Sound,Parameter,信息显示屏设置中包含空档警告声音参数,D8操作手册,D8操作手册::chunk_29
REL_000258,Marine Engine System_Information Display,Equipment,MONITORS,Parameter_Coolant Temperature,Parameter,信息显示屏监控发动机冷却液温度参数,D8操作手册,D8操作手册::chunk_17
REL_000259,Marine Engine System_Information Display,Equipment,MONITORS,Parameter_Fuel Level,Parameter,信息显示屏监控燃油液位参数,D8操作手册,D8操作手册::chunk_17
REL_000260,Marine Engine System_Information Display,Equipment,REPAIRED_BY,RepairMethod_Use Screen Cover,RepairMethod,信息显示器维护通过使用保护盖进行,D8操作手册,D8操作手册::chunk_12
REL_000261,Marine Engine System_Injection Pump,Component,REPAIRED_BY,RepairMethod_Qualified Workshop Repair,RepairMethod,喷射泵必须由合格车间维修,D8操作手册,D8操作手册::chunk_10;D8操作手册::chunk_11;D8操作手册::chunk_8;D8操作手册::chunk_9
REL_000262,Marine Engine System_Injector,Component,REPAIRED_BY,RepairMethod_Qualified Workshop Repair,RepairMethod,喷油器必须由合格车间维修,D8操作手册,D8操作手册::chunk_10;D8操作手册::chunk_11;D8操作手册::chunk_8;D8操作手册::chunk_9
REL_000263,Marine Engine System_Instrumentation System,Equipment,HAS_COMPONENT,Marine Engine System_Alarm Monitor,Component,仪表系统包含警报监测器组件,D8操作手册,D8操作手册::chunk_12
REL_000264,Marine Engine System_Instrumentation System,Equipment,HAS_COMPONENT,Marine Engine System_Coolant Temperature Gauge,Component,仪表系统包含冷却剂温度计组件,D8操作手册,D8操作手册::chunk_12
REL_000265,Marine Engine System_Instrumentation System,Equipment,HAS_COMPONENT,Marine Engine System_Fresh Water Level Sensor,Component,仪表系统包含淡水水位传感器组件,D8操作手册,D8操作手册::chunk_12
REL_000266,Marine Engine System_Instrumentation System,Equipment,HAS_COMPONENT,Marine Engine System_Fuel Level Gauge,Component,仪表系统包含燃油液位计组件,D8操作手册,D8操作手册::chunk_12
REL_000267,Marine Engine System_Instrumentation System,Equipment,HAS_COMPONENT,Marine Engine System_Oil Pressure Gauge,Component,仪表系统包含油压表组件,D8操作手册,D8操作手册::chunk_12
REL_000268,Marine Engine System_Instrumentation System,Equipment,HAS_COMPONENT,Marine Engine System_Rudder Position Indicator,Component,仪表系统包含舵位指示器组件,D8操作手册,D8操作手册::chunk_12
REL_000269,Marine Engine System_Instrumentation System,Equipment,HAS_COMPONENT,Marine Engine System_Tachometer,Component,仪表系统包含转速表组件,D8操作手册,D8操作手册::chunk_12
REL_000270,Marine Engine System_Instrumentation System,Equipment,HAS_COMPONENT,Marine Engine System_Voltmeter,Component,仪表系统包含电压表组件,D8操作手册,D8操作手册::chunk_12
REL_000271,Marine Engine System_Interceptor Trim System,Equipment,CONTROLS,Parameter_Trim Angle,Parameter,扼流式压浪板系统控制船只的纵倾角参数,D8操作手册,D8操作手册::chunk_19
REL_000272,Marine Engine System_Joystick,Equipment,CONTROLS,Marine Engine System,System,操纵杆设备控制整个船舶发动机系统进行停靠和转向,D8操作手册,D8操作手册::chunk_15
REL_000273,Marine Engine System_Joystick,Equipment,CONTROLS,Marine Engine System_Dynamic Positioning System,Equipment,操纵杆可在必要时接管动态定位系统控制权,D8操作手册,D8操作手册::chunk_17
REL_000274,Marine Engine System_Joystick,Equipment,HAS_COMPONENT,Marine Engine System_Docking Mode,Component,操纵杆设备包含停靠模式组件用于狭窄区域操纵,D8操作手册,D8操作手册::chunk_15
REL_000275,Marine Engine System_Joystick,Equipment,HAS_COMPONENT,Marine Engine System_Joystick Driving Module,Component,操纵杆设备包含驾驶控制逻辑模块,D8操作手册,D8操作手册::chunk_16
REL_000276,Marine Engine System_Joystick,Equipment,HAS_COMPONENT,Marine Engine System_Joystick Steering Module,Component,操纵杆设备包含转向控制逻辑模块,D8操作手册,D8操作手册::chunk_16
REL_000277,Marine Engine System_Joystick,Equipment,HAS_SAFETY_NOTE,Marine Engine System_SafetyNote_Joystick Calibration Weather,SafetyNote,操纵杆校准作业必须遵守的气象与环境安全禁忌,D8操作手册,D8操作手册::chunk_30
REL_000278,Marine Engine System_Joystick,Equipment,HAS_SAFETY_NOTE,SafetyNote_Docking Mode Conditions,SafetyNote,操纵杆使用需遵守停靠模式激活条件的安全注意事项,D8操作手册,D8操作手册::chunk_15
REL_000279,Marine Engine System_Joystick,Equipment,HAS_SAFETY_NOTE,SafetyNote_Emergency Stop Joystick,SafetyNote,操纵杆操作包含紧急停止的安全程序,D8操作手册,D8操作手册::chunk_16
REL_000280,Marine Engine System_Joystick,Equipment,HAS_SAFETY_NOTE,SafetyNote_Joystick Momentum Warning,SafetyNote,操纵杆使用需注意惯性移动的安全警告,D8操作手册,D8操作手册::chunk_16
REL_000281,Marine Engine System_Joystick,Equipment,REPAIRED_BY,Marine Engine System_RepairMethod_Calibrate Joystick Docking,RepairMethod,操纵杆入坞功能异常时采用的校准修复方法,D8操作手册,D8操作手册::chunk_30
REL_000282,Marine Engine System_Joystick Driving Module,Component,CONTROLS,Marine Engine System,System,驾驶模块控制系统的节气门和换档功能,D8操作手册,D8操作手册::chunk_16
REL_000283,Marine Engine System_Joystick Driving Module,Component,HAS_PARAMETER,Parameter_Throttle,Parameter,驾驶模块控制并显示节气门参数,D8操作手册,D8操作手册::chunk_16
REL_000284,Marine Engine System_Joystick Driving Module,Component,HAS_SAFETY_NOTE,SafetyNote_Joystick Driving Prerequisites,SafetyNote,驾驶模块启用前需满足硬件配置的安全要求,D8操作手册,D8操作手册::chunk_16
REL_000285,Marine Engine System_Joystick Driving Module,Component,REQUIRES,Marine Engine System_Autopilot,Equipment,驾驶功能正常工作必须依赖自动操舵仪安装,D8操作手册,D8操作手册::chunk_16
REL_000286,Marine Engine System_Joystick Driving Module,Component,REQUIRES,Marine Engine System_Glass Cockpit Display,Equipment,驾驶功能正常工作必须依赖玻璃驾驶舱显示屏,D8操作手册,D8操作手册::chunk_16
REL_000287,Marine Engine System_Joystick Steering Module,Component,CONTROLS,Marine Engine System_Autopilot,Equipment,转向模块在激活时控制自动操舵仪的状态,D8操作手册,D8操作手册::chunk_16
REL_000288,Marine Engine System_Joystick Steering Module,Component,CONTROLS,Marine Engine System_External Steering,Equipment,转向模块通过操纵杆指令控制外部转向机构,D8操作手册,D8操作手册::chunk_16
REL_000289,Marine Engine System_Joystick Steering Module,Component,HAS_PARAMETER,Parameter_Rudder Angle,Parameter,转向模块调整并显示舵角参数,D8操作手册,D8操作手册::chunk_16
REL_000290,Marine Engine System_Local Helm Station,Equipment,CONTROLS,Marine Engine System_Main Helm Station,Equipment,本地舵站具有高于主舵站的控制优先级,D8操作手册,D8操作手册::chunk_21
REL_000291,Marine Engine System_Low Speed Module,Component,CONTROLS,Marine Engine System_Drive Device,Component,低速功能模块控制驱动装置以影响螺旋桨转速,D8操作手册,D8操作手册::chunk_15
REL_000292,Marine Engine System_Low Speed Module,Component,HAS_PARAMETER,Parameter_Propeller Speed,Parameter,低速模块监控并影响螺旋桨转速参数,D8操作手册,D8操作手册::chunk_17
REL_000293,Marine Engine System_Low Speed Module,Component,HAS_SAFETY_NOTE,SafetyNote_Low Speed Engagement Condition,SafetyNote,低速模块接合需遵守空档位置安全要求,D8操作手册,D8操作手册::chunk_17
REL_000294,Marine Engine System_Lubrication System,System,HAS_COMPONENT,Marine Engine System_Oil Level Sensor,Component,润滑系统包含机油位传感器用于监测液位,D8操作手册,D8操作手册::chunk_25
REL_000295,Marine Engine System_Lubrication System,System,HAS_PARAMETER,Marine Engine System_Parameter_Fuel Viscosity,Parameter,润滑系统根据环境温度要求特定的机油粘度参数,D8操作手册,D8操作手册::chunk_30
REL_000296,Marine Engine System_Lubrication System,System,HAS_PARAMETER,Marine Engine System_Parameter_Oil Capacity,Parameter,润滑系统包含机油容量这一关键运行参数,D8操作手册,D8操作手册::chunk_30
REL_000297,Marine Engine System_Lubrication System,System,HAS_PARAMETER,Marine Engine System_Parameter_Oil Pressure,Parameter,润滑系统需监测正常运行及怠速下的机油压力,D8操作手册,D8操作手册::chunk_30
REL_000298,Marine Engine System_Lubrication System,System,HAS_PARAMETER,Parameter_Oil Level,Parameter,润滑系统运行必须监控机油液位参数,D8操作手册,D8操作手册::chunk_25
REL_000299,Marine Engine System_Lubrication System,System,HAS_SAFETY_NOTE,Marine Engine System_SafetyNote_Engine Horizontal For Oil Check,SafetyNote,润滑系统维护需遵守发动机水平放置的安全 note,D8操作手册,D8操作手册::chunk_25
REL_000300,Marine Engine System_Lubrication System,System,HAS_SAFETY_NOTE,Marine Engine System_SafetyNote_No Overfill Oil,SafetyNote,润滑系统加注需遵守不超过最大油位的安全 note,D8操作手册,D8操作手册::chunk_25
REL_000301,Marine Engine System_Main Helm Station,Equipment,CONTROLS,Marine Engine System_Remote Helm Station,Equipment,主舵站具有高于远程舵站的控制优先级,D8操作手册,D8操作手册::chunk_21
REL_000302,Marine Engine System_Oil Pressure Gauge,Component,HAS_PARAMETER,Parameter_Oil Pressure,Parameter,油压表监测机油压力参数,D8操作手册,D8操作手册::chunk_12
REL_000303,Marine Engine System_Power Take-Off,Component,CONTROLS,Marine Engine System,System,功率输出端模块控制发动机与推进装置的连接状态,D8操作手册,D8操作手册::chunk_19
REL_000304,Marine Engine System_Power Take-Off,Component,HAS_SAFETY_NOTE,SafetyNote_PTO Neutral Requirement,SafetyNote,功率输出端模块关联空档要求的安全注意事项,D8操作手册,D8操作手册::chunk_19
REL_000305,Marine Engine System_Power Trim Assist,Component,CONTROLS,Marine Engine System_Drive Device,Component,动力升降辅助装置自动调整驱动装置纵倾角,D8操作手册,D8操作手册::chunk_14
REL_000306,Marine Engine System_Power Trim System,Equipment,BELONGS_TO,Marine Engine System_External Steering,Equipment,动力升降系统属于外部转向系统的一部分,D8操作手册,D8操作手册::chunk_14
REL_000307,Marine Engine System_Power Trim System,Equipment,CONTROLS,Marine Engine System_Drive Device,Component,动力升降系统控制驱动装置的升降角度,D8操作手册,D8操作手册::chunk_14
REL_000308,Marine Engine System_Power Trim System,Equipment,HAS_COMPONENT,Marine Engine System_Power Trim Assist,Component,动力升降系统包含动力升降辅助装置模块,D8操作手册,D8操作手册::chunk_14
REL_000309,Marine Engine System_Power Trim System,Equipment,HAS_PARAMETER,Parameter_Trim Angle,Parameter,动力升降系统显示和调节纵倾角参数,D8操作手册,D8操作手册::chunk_14
REL_000310,Marine Engine System_Propeller Shaft Brake,Component,HAS_PARAMETER,Parameter_Propeller Shaft Oil Temperature,Parameter,推进轴制动器监测推进轴油温参数以确保润滑冷却,D8操作手册,D8操作手册::chunk_19
REL_000311,Marine Engine System_Propeller Shaft Brake,Component,HAS_SAFETY_NOTE,SafetyNote_Propeller Shaft Oil Temp Limit,SafetyNote,推进轴制动器关联油温限制的安全注意事项,D8操作手册,D8操作手册::chunk_19
REL_000312,Marine Engine System_Propeller Shaft Brake,Component,PREVENTS,FaultPhenomenon_Propeller Shaft Rotation Damage,FaultPhenomenon,推进轴制动器防止发动机停止时轴被动转动导致的损坏,D8操作手册,D8操作手册::chunk_19
REL_000313,Marine Engine System_RepairMethod_Calibrate Fuel Tank,RepairMethod,HAS_SAFETY_NOTE,Marine Engine System_SafetyNote_Authorized Service for Fuel Calibration,SafetyNote,燃油校准维修需注意必须由授权服务站设置体积参数,D8操作手册,D8操作手册::chunk_29
REL_000314,Marine Engine System_RepairMethod_Calibrate Fuel Tank,RepairMethod,HAS_SAFETY_NOTE,Marine Engine System_SafetyNote_Fuel Level Limit for Calibration,SafetyNote,燃油校准维修需注意多点校准时油位不得超过 20%,D8操作手册,D8操作手册::chunk_29
REL_000315,Marine Engine System_RepairMethod_Manage Keys,RepairMethod,HAS_SAFETY_NOTE,Marine Engine System_SafetyNote_Minimum One Key Required,SafetyNote,钥匙管理维修需注意系统中必须至少保留一个钥匙,D8操作手册,D8操作手册::chunk_29
REL_000316,Marine Engine System_RepairMethod_Replace Drive Belt,RepairMethod,REQUIRES,Marine Engine System_Drive Belt Guard,Component,更换传动皮带维修方法涉及防护盖的拆装,D8操作手册,D8操作手册::chunk_25
REL_000317,Marine Engine System_Reverse Gear,Equipment,HAS_PARAMETER,Marine Engine System_Parameter_Gear Oil Level,Parameter,倒档设备具有油位参数,D8操作手册,D8操作手册::chunk_28
REL_000318,Marine Engine System_Reverse Gear,Equipment,HAS_PARAMETER,Marine Engine System_Parameter_Gear Oil Pressure,Parameter,倒档设备具有运行油压参数要求,D8操作手册,D8操作手册::chunk_31
REL_000319,Marine Engine System_Reverse Gear,Equipment,REQUIRES,Marine Engine System_RepairMethod_Check Gear Oil Level,RepairMethod,倒档维护需要检查油位,D8操作手册,D8操作手册::chunk_28
REL_000320,Marine Engine System_Safety Lanyard,Component,CONTROLS,Marine Engine System,System,安全短索组件在失控时控制发动机停止,D8操作手册,D8操作手册::chunk_7
REL_000321,Marine Engine System_SafetyNote_Battery Ventilation,SafetyNote,PREVENTS,Marine Engine System_FaultPhenomenon_Battery Discharge,FaultPhenomenon,通风防止电池气体积聚导致故障,D8操作手册,D8操作手册::chunk_28
REL_000322,Marine Engine System_SafetyNote_Close Sea Cock Before Operation,SafetyNote,PREVENTS,Marine Engine System_FaultPhenomenon_Engine Overheat,FaultPhenomenon,关闭通海旋塞防止进水危险和系统损坏,D8操作手册,D8操作手册::chunk_28
REL_000323,Marine Engine System_SafetyNote_Engine Horizontal For Oil Check,SafetyNote,PREVENTS,Marine Engine System_FaultPhenomenon_Incorrect Oil Level Reading,FaultPhenomenon,水平检查安全措施可防止油位读数错误故障,D8操作手册,D8操作手册::chunk_25
REL_000324,Marine Engine System_SafetyNote_Fix Leak Before Start,SafetyNote,PREVENTS,Marine Engine System_FaultPhenomenon_Fluid Leak,FaultPhenomenon,起动前修复泄漏防止故障扩大,D8操作手册,D8操作手册::chunk_24
REL_000325,Marine Engine System_SafetyNote_Long Idle Fuel Type,SafetyNote,PREVENTS,Marine Engine System_FaultPhenomenon_Engine Unexpected Stop,FaultPhenomenon,遵守长期停机燃料禁忌可防止发动机意外停止,D8操作手册,D8操作手册::chunk_31
REL_000326,Marine Engine System_SafetyNote_No Disconnect While Running,SafetyNote,PREVENTS,Marine Engine System_FaultPhenomenon_Alternator Damage,FaultPhenomenon,禁止运行时断开防止发电机损坏,D8操作手册,D8操作手册::chunk_28
REL_000327,Marine Engine System_SafetyNote_No High Pressure Wash,SafetyNote,PREVENTS,Marine Engine System_FaultPhenomenon_Electrical Cable Damage,FaultPhenomenon,禁止高压清洗防止电气电缆损坏,D8操作手册,D8操作手册::chunk_24
REL_000328,Marine Engine System_SafetyNote_No Open Cap When Hot,SafetyNote,PREVENTS,FaultPhenomenon_Mechanical Damage,FaultPhenomenon,高温禁止开盖措施防止了蒸汽喷出导致的机械或人身伤害,D8操作手册,D8操作手册::chunk_26;D8操作手册::chunk_27
REL_000329,Marine Engine System_SafetyNote_Stop Engine Before Maintenance,SafetyNote,PREVENTS,Marine Engine System_FaultPhenomenon_Drive Belt Wear,FaultPhenomenon,维护前停机防止皮带维修时的机械损伤,D8操作手册,D8操作手册::chunk_24
REL_000330,Marine Engine System_SafetyNote_Use Distilled Water For Mixing,SafetyNote,PREVENTS,Marine Engine System_FaultPhenomenon_Engine Corrosion,FaultPhenomenon,使用蒸馏水混合措施防止了水质不佳导致的发动机腐蚀,D8操作手册,D8操作手册::chunk_26;D8操作手册::chunk_27
REL_000331,Marine Engine System_Sea Water Filter,Equipment,PREVENTS,Marine Engine System_FaultPhenomenon_Engine Overheat,FaultPhenomenon,海水过滤器防止因冷却不足导致的发动机过热,D8操作手册,D8操作手册::chunk_28
REL_000332,Marine Engine System_Sea Water Filter,Equipment,REQUIRES,Marine Engine System_RepairMethod_Clean Sea Water Filter,RepairMethod,海水过滤器维护需要清洁操作,D8操作手册,D8操作手册::chunk_28
REL_000333,Marine Engine System_Sea Water Pump,Equipment,HAS_COMPONENT,Marine Engine System_Impeller,Component,海水泵内部包含核心叶轮组件,D8操作手册,D8操作手册::chunk_28
REL_000334,Marine Engine System_Sea Water Pump,Equipment,REQUIRES,Marine Engine System_RepairMethod_Replace Impeller,RepairMethod,海水泵维护需要更换叶轮,D8操作手册,D8操作手册::chunk_28
REL_000335,Marine Engine System_Sea Water System,System,HAS_COMPONENT,Marine Engine System_Sea Water Filter,Equipment,海水系统包含海水过滤设备,D8操作手册,D8操作手册::chunk_28
REL_000336,Marine Engine System_Sea Water System,System,HAS_COMPONENT,Marine Engine System_Sea Water Pump,Equipment,海水系统包含海水泵设备,D8操作手册,D8操作手册::chunk_28
REL_000337,Marine Engine System_Start Stop Panel,Equipment,CONTROLS,Marine Engine System,System,起动停止面板用于控制发动机系统的启停,D8操作手册,D8操作手册::chunk_22
REL_000338,Marine Engine System_Start Stop Panel,Equipment,CONTROLS,Marine Engine System_Starter Motor,Component,起动停止面板控制起动马达的运转,D8操作手册,D8操作手册::chunk_20
REL_000339,Marine Engine System_Starter Motor,Component,HAS_FAULT,FaultPhenomenon_Engine Start Failure,FaultPhenomenon,起动马达故障可能导致发动机无法启动,D8操作手册,D8操作手册::chunk_20
REL_000340,Marine Engine System_Starter Motor,Component,HAS_FAULT,FaultPhenomenon_Starter Motor Overheat,FaultPhenomenon,起动马达可能发生过热故障,D8操作手册,D8操作手册::chunk_20
REL_000341,Marine Engine System_Starter Motor,Component,HAS_PARAMETER,Parameter_Cool Down Time,Parameter,起动马达具有过热后冷却时间参数要求,D8操作手册,D8操作手册::chunk_20
REL_000342,Marine Engine System_Starter Motor,Component,HAS_PARAMETER,Parameter_Cranking Time Limit,Parameter,起动马达具有默认盘车时间限制参数,D8操作手册,D8操作手册::chunk_20
REL_000343,Marine Engine System_Starter Motor,Component,HAS_PARAMETER,Parameter_Starter Engagement Time,Parameter,起动马达具有最大接合时间参数限制,D8操作手册,D8操作手册::chunk_20
REL_000344,Marine Engine System_Stern Drive,Equipment,HAS_SAFETY_NOTE,SafetyNote_ACP Freshwater Mode,SafetyNote,船尾驱动装置关联淡水环境下 ACP 模式设置的安全建议,D8操作手册,D8操作手册::chunk_19
REL_000345,Marine Engine System_Stern Drive,Equipment,REPAIRED_BY,Marine Engine System_RepairMethod_Calibrate Drive Unit Direct,RepairMethod,驱动装置机械安装后未行驶时执行的直接校准修复,D8操作手册,D8操作手册::chunk_30
REL_000346,Marine Engine System_Swimming Platform Interface,Component,HAS_SAFETY_NOTE,SafetyNote_Swimming Platform Override,SafetyNote,游泳跳台接口关联覆盖操作的安全风险警示,D8操作手册,D8操作手册::chunk_19
REL_000347,Marine Engine System_Swimming Platform Interface,Component,PREVENTS,FaultPhenomenon_Swimming Platform Collision,FaultPhenomenon,游泳跳台接口防止跳台与驱动装置接触造成的碰撞损坏,D8操作手册,D8操作手册::chunk_19
REL_000348,Marine Engine System_Tachometer,Component,HAS_PARAMETER,Parameter_Engine Speed,Parameter,转速表监测发动机转速参数,D8操作手册,D8操作手册::chunk_12
REL_000349,Marine Engine System_Trip Computer,Component,HAS_PARAMETER,Parameter_Fuel Consumption,Parameter,行程计算机监控和显示燃油消耗参数,D8操作手册,D8操作手册::chunk_13
REL_000350,Marine Engine System_Trip Computer,Component,HAS_PARAMETER,Parameter_Trip Distance,Parameter,行程计算机记录并显示行程距离参数,D8操作手册,D8操作手册::chunk_13
REL_000351,Marine Engine System_Trip Computer,Component,REPAIRED_BY,RepairMethod_Reset Trip Computer,RepairMethod,行程计算机模块通过重置参数进行维护,D8操作手册,D8操作手册::chunk_12
REL_000352,Marine Engine System_Turbocharger,Component,HAS_SAFETY_NOTE,SafetyNote_Do Not Start With Valve Cover Removed,SafetyNote,涡轮增压器及相关发动机部件起动前需确保盖板安装,D8操作手册,D8操作手册::chunk_1;D8操作手册::chunk_2;D8操作手册::chunk_3;D8操作手册::chunk_4
REL_000353,Marine Engine System_Voltmeter,Component,HAS_PARAMETER,Parameter_Battery Voltage,Parameter,电压表监测电池电压参数,D8操作手册,D8操作手册::chunk_12
REL_000354,Marine Engine System_Warning Management Program,Component,DIAGNOSED_BY,DiagnosticMethod_Check Fault Code,DiagnosticMethod,警告管理程序故障通过检查故障代码诊断,D8操作手册,D8操作手册::chunk_12
REL_000355,Marine Engine System_Warning Management Program,Component,MONITORS,Marine Engine System,System,警告管理程序监测系统故障并告知舵手,D8操作手册,D8操作手册::chunk_13
REL_000356,Marine Engine System_Water Separator,Component,REPAIRED_BY,Marine Engine System_RepairMethod_Drain Water Separator,RepairMethod,聚水器组件通过排水方法进行维护修复,D8操作手册,D8操作手册::chunk_25
REL_000357,RepairMethod_Stop Engine Via Electronic Key Panel,RepairMethod,REQUIRES,Parameter_Neutral Gear Position,Parameter,钥匙面板停机操作前必须确认传动处于空档参数状态,D8操作手册,D8操作手册::chunk_22
REL_000358,RepairMethod_Stop Engine Via Start Stop Panel,RepairMethod,REQUIRES,Parameter_Neutral Gear Position,Parameter,面板停机操作前必须确认传动处于空档参数状态,D8操作手册,D8操作手册::chunk_22
REL_000359,RepairMethod_Warm Up Engine,RepairMethod,REQUIRES,Parameter_Idle Speed,Parameter,发动机暖机操作需要在怠速状态下进行,D8操作手册,D8操作手册::chunk_21
REL_000360,SafetyNote_Beach Mode RPM Limit,SafetyNote,PREVENTS,FaultPhenomenon_Engine Overspeed,FaultPhenomenon,海滩模式转速限制防止发动机超速,D8操作手册,D8操作手册::chunk_14
REL_000361,SafetyNote_Chemical Health Protection,SafetyNote,PREVENTS,FaultPhenomenon_Skin Damage,FaultPhenomenon,化学品防护措施可防止皮肤损伤问题,D8操作手册,D8操作手册::chunk_0
REL_000362,SafetyNote_Cold Start Procedure,SafetyNote,PREVENTS,FaultPhenomenon_Engine Start Failure,FaultPhenomenon,寒冷启动操作规范可防止发动机启动失败,D8操作手册,D8操作手册::chunk_20
REL_000363,SafetyNote_Cool Down Before Cooling System Work,SafetyNote,PREVENTS,FaultPhenomenon_Burns,FaultPhenomenon,冷却后操作的安全措施可防止人员灼伤故障,D8操作手册,D8操作手册::chunk_1;D8操作手册::chunk_2;D8操作手册::chunk_3;D8操作手册::chunk_4
REL_000364,SafetyNote_Cooling Inlet Immersion,SafetyNote,PREVENTS,FaultPhenomenon_Cooling Inlet Exposure,FaultPhenomenon,冷却入口浸没要求防止冷却入口暴露,D8操作手册,D8操作手册::chunk_14
REL_000365,SafetyNote_Correct Battery Polarity Connection,SafetyNote,PREVENTS,FaultPhenomenon_Electronic Device Damage,FaultPhenomenon,正确连接电池极性可防止电气设备严重损坏,D8操作手册,D8操作手册::chunk_5;D8操作手册::chunk_6
REL_000366,SafetyNote_Correct Coolant Mixture,SafetyNote,PREVENTS,FaultPhenomenon_Warranty Void,FaultPhenomenon,正确混合冷却剂防止保修被拒,D8操作手册,D8操作手册::chunk_10;D8操作手册::chunk_11;D8操作手册::chunk_8;D8操作手册::chunk_9
REL_000367,SafetyNote_DPS Personnel Safety,SafetyNote,PREVENTS,FaultPhenomenon_Unintended Vessel Movement,FaultPhenomenon,人员安全检查防止意外移动造成伤害,D8操作手册,D8操作手册::chunk_17
REL_000368,SafetyNote_Dark Station Mode Warning,SafetyNote,PREVENTS,FaultPhenomenon_Missed Alarm,FaultPhenomenon,遵循暗站模式警告可防止因背光关闭导致错过警报的现象,D8操作手册,D8操作手册::chunk_13
REL_000369,SafetyNote_Disconnect Control Units Before Welding,SafetyNote,PREVENTS,FaultPhenomenon_Electronic Device Damage,FaultPhenomenon,焊接前断开控制单元的安全措施可防止电子装置损坏故障,D8操作手册,D8操作手册::chunk_1;D8操作手册::chunk_2;D8操作手册::chunk_3;D8操作手册::chunk_4
REL_000370,SafetyNote_Do Not Bend High Pressure Fuel Pipes,SafetyNote,PREVENTS,FaultPhenomenon_Fuel Pipe Cracking,FaultPhenomenon,禁止弯曲管路的安全措施可预防管路开裂故障,D8操作手册,D8操作手册::chunk_5;D8操作手册::chunk_6
REL_000371,SafetyNote_Emergency Stop Joystick,SafetyNote,PREVENTS,FaultPhenomenon_Mechanical Damage,FaultPhenomenon,紧急停止程序可防止危险情况下的机械损坏,D8操作手册,D8操作手册::chunk_16
